number of adults,number of children,number of weekend nights,number of week nights,type of meal,car parking space,room type,lead time,market segment type,repeated,P-C,P-not-C,average price,special requests,booking status,reservation_month,reservation_dayofweek,total_nights,price_per_night,is_family,total_guests,weekend_share,previous_bookings,previous_cancel_ratio,has_special_requests,Booking_ID
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,Offline,0,0,0,100.0,0,1,10,2,4,20.0,0,2,0.2,0,0.0,0,INN07767
1,0,2,2,Meal Plan 1,0,Room_Type 4,48,Online,0,0,0,149.4,0,1,9,1,4,29.880000000000003,0,1,0.4,0,0.0,0,INN07769
1,0,0,1,Meal Plan 1,0,Room_Type 1,34,Offline,0,0,0,99.9,0,0,4,3,1,49.95,0,1,0.0,0,0.0,0,INN07770
2,0,1,2,Meal Plan 1,0,Room_Type 1,51,Online,0,0,0,132.9,1,0,7,2,3,33.225,0,2,0.25,0,0.0,1,INN07771
1,1,0,1,Meal Plan 2,0,Room_Type 1,184,Online,0,0,0,82.13,2,1,8,4,1,41.065,1,2,0.0,0,0.0,1,INN07772
3,0,0,4,Meal Plan 1,0,Room_Type 4,106,Online,0,0,0,152.1,0,1,8,4,4,30.419999999999998,0,3,0.0,0,0.0,0,INN07773
2,0,1,2,Meal Plan 1,0,Room_Type 1,141,Offline,0,0,0,72.25,1,1,4,6,3,18.0625,0,2,0.25,0,0.0,1,INN07774
1,0,0,3,Meal Plan 1,0,Room_Type 1,0,Offline,0,0,0,108.8,0,0,5,3,3,27.2,0,1,0.0,0,0.0,0,INN07775
0,2,1,0,Meal Plan 1,0,Room_Type 2,30,Online,0,0,0,15.0,1,0,1,2,1,7.5,1,2,0.5,0,0.0,1,INN07776
2,0,0,3,Meal Plan 1,0,Room_Type 4,122,Online,0,0,0,118.8,1,0,8,3,3,29.7,0,2,0.0,0,0.0,1,INN07778
2,2,0,2,Meal Plan 1,0,Room_Type 6,210,Offline,0,0,0,146.0,0,1,7,4,2,48.666666666666664,1,4,0.0,0,0.0,0,INN07779
2,0,0,3,Meal Plan 1,0,Room_Type 1,112,Online,0,0,0,105.3,0,1,7,5,3,26.325,0,2,0.0,0,0.0,0,INN07781
2,0,0,2,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,94.5,1,0,9,5,2,31.5,0,2,0.0,0,0.0,1,INN07784
2,2,0,1,Meal Plan 1,0,Room_Type 6,99,Online,0,0,0,198.9,2,0,6,0,1,99.45,1,4,0.0,0,0.0,1,INN07785
1,0,1,1,Meal Plan 1,0,Room_Type 1,17,Corporate,1,0,2,95.0,0,0,9,2,2,31.666666666666668,0,1,0.3333333333333333,2,0.0,0,INN07787
1,0,2,3,Meal Plan 1,0,Room_Type 1,3,Corporate,1,5,52,65.0,2,0,11,1,5,10.833333333333334,0,1,0.3333333333333333,57,0.08620689655172414,1,INN07788
1,0,0,2,Meal Plan 1,0,Room_Type 1,88,Online,0,0,0,121.5,0,0,5,6,2,40.5,0,1,0.0,0,0.0,0,INN07789
2,0,0,4,Meal Plan 2,0,Room_Type 1,323,Offline,0,0,0,112.0,1,1,5,3,4,22.4,0,2,0.0,0,0.0,1,INN07790
3,0,0,2,Meal Plan 1,0,Room_Type 4,129,Online,0,0,0,128.7,0,0,8,5,2,42.9,0,3,0.0,0,0.0,0,INN07792
2,0,2,2,Meal Plan 1,0,Room_Type 1,57,Online,0,0,0,88.4,1,0,12,6,4,17.68,0,2,0.4,0,0.0,1,INN07793
2,0,1,2,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,95.4,0,1,3,6,3,23.85,0,2,0.25,0,0.0,0,INN07794
2,0,0,2,Meal Plan 1,0,Room_Type 4,57,Online,0,0,0,118.8,0,1,4,6,2,39.6,0,2,0.0,0,0.0,0,INN07796
2,0,0,1,Meal Plan 1,0,Room_Type 1,221,Offline,0,0,0,80.0,0,1,8,6,1,40.0,0,2,0.0,0,0.0,0,INN07798
2,0,1,2,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,124.0,0,1,8,0,3,31.0,0,2,0.25,0,0.0,0,INN07799
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,Aviation,0,0,0,94.0,0,1,11,4,2,31.333333333333332,0,1,0.0,0,0.0,0,INN07801
1,0,1,2,Meal Plan 1,0,Room_Type 1,224,Offline,0,0,0,60.0,0,0,10,0,3,15.0,0,1,0.25,0,0.0,0,INN07802
2,0,1,0,Not Selected,0,Room_Type 1,2,Online,0,0,0,89.0,0,0,4,2,1,44.5,0,2,0.5,0,0.0,0,INN07803
2,0,1,2,Not Selected,0,Room_Type 1,54,Online,0,0,0,94.5,0,1,7,2,3,23.625,0,2,0.25,0,0.0,0,INN07804
2,0,2,1,Meal Plan 1,0,Room_Type 1,104,Online,0,0,0,88.01,1,0,7,0,3,22.0025,0,2,0.5,0,0.0,1,INN07805
2,0,0,2,Meal Plan 2,0,Room_Type 4,57,Online,0,0,0,136.8,1,1,11,5,2,45.6,0,2,0.0,0,0.0,1,INN07806
2,0,1,1,Not Selected,0,Room_Type 1,112,Online,0,0,0,99.95,0,0,5,0,2,33.31666666666667,0,2,0.3333333333333333,0,0.0,0,INN07808
2,2,0,5,Meal Plan 1,0,Room_Type 6,66,Online,0,0,0,170.9,1,0,12,4,5,28.483333333333334,1,4,0.0,0,0.0,1,INN07809
2,0,2,1,Meal Plan 1,0,Room_Type 1,66,Online,0,0,0,105.33,1,1,11,0,3,26.3325,0,2,0.5,0,0.0,1,INN07814
1,0,1,3,Meal Plan 1,0,Room_Type 5,143,Corporate,0,0,0,106.0,0,0,7,2,4,21.2,0,1,0.2,0,0.0,0,INN07816
2,0,2,2,Meal Plan 1,0,Room_Type 1,81,Online,0,0,0,119.85,2,0,5,1,4,23.97,0,2,0.4,0,0.0,1,INN07817
2,0,1,2,Meal Plan 1,0,Room_Type 2,37,Online,0,0,0,71.55,0,0,2,0,3,17.8875,0,2,0.25,0,0.0,0,INN07818
2,0,0,1,Not Selected,0,Room_Type 1,57,Online,0,0,0,79.2,2,0,12,5,1,39.6,0,2,0.0,0,0.0,1,INN07819
2,1,2,4,Meal Plan 1,0,Room_Type 4,31,Offline,0,0,0,26.35,0,1,4,0,6,3.7642857142857147,1,3,0.2857142857142857,0,0.0,0,INN07820
2,0,0,2,Meal Plan 1,0,Room_Type 1,97,Online,0,0,0,118.8,1,0,10,4,2,39.6,0,2,0.0,0,0.0,1,INN07822
2,0,2,0,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,78.3,0,0,3,1,2,26.099999999999998,0,2,0.6666666666666666,0,0.0,0,INN07823
2,0,1,4,Meal Plan 1,0,Room_Type 1,259,Online,0,0,0,140.43,2,0,12,4,5,23.405,0,2,0.16666666666666666,0,0.0,1,INN07824
2,0,1,2,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,100.67,2,0,8,0,3,25.1675,0,2,0.25,0,0.0,1,INN07825
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,Offline,0,0,0,75.0,0,1,3,1,4,15.0,0,2,0.4,0,0.0,0,INN07829
2,0,2,1,Meal Plan 1,0,Room_Type 1,80,Online,0,0,0,126.9,0,1,5,0,3,31.725,0,2,0.5,0,0.0,0,INN07830
2,0,1,3,Meal Plan 1,0,Room_Type 4,79,Online,0,0,0,134.55,3,0,10,5,4,26.910000000000004,0,2,0.2,0,0.0,1,INN07832
0,2,1,3,Meal Plan 1,0,Room_Type 2,44,Online,0,0,0,66.5,1,1,2,3,4,13.3,1,2,0.2,0,0.0,1,INN07833
2,0,0,3,Meal Plan 1,0,Room_Type 1,43,Online,0,0,0,104.4,1,1,11,3,3,26.1,0,2,0.0,0,0.0,1,INN07834
2,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,101.0,1,0,4,5,1,50.5,0,2,0.0,0,0.0,1,INN07835
2,0,2,3,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,73.56,0,1,2,6,5,12.26,0,2,0.3333333333333333,0,0.0,0,INN07836
2,0,2,2,Not Selected,0,Room_Type 1,66,Online,0,0,0,62.18,1,0,3,0,4,12.436,0,2,0.4,0,0.0,1,INN07838
2,0,0,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,75.92,1,0,3,3,2,25.30666666666667,0,2,0.0,0,0.0,1,INN07840
2,0,2,0,Meal Plan 2,0,Room_Type 4,2,Online,0,0,0,147.46,1,0,8,1,2,49.153333333333336,0,2,0.6666666666666666,0,0.0,1,INN07841
2,0,0,2,Meal Plan 1,0,Room_Type 1,3,Online,0,0,0,106.0,2,0,8,0,2,35.333333333333336,0,2,0.0,0,0.0,1,INN07843
2,0,2,2,Meal Plan 1,0,Room_Type 1,67,Online,0,0,0,99.45,1,0,4,1,4,19.89,0,2,0.4,0,0.0,1,INN07845
2,0,2,3,Meal Plan 1,0,Room_Type 1,11,Corporate,0,0,0,100.0,0,0,10,2,5,16.666666666666668,0,2,0.3333333333333333,0,0.0,0,INN07846
2,2,2,2,Meal Plan 1,1,Room_Type 6,192,Online,0,0,0,176.95,1,1,7,0,4,35.39,1,4,0.4,0,0.0,1,INN07847
1,0,0,2,Meal Plan 1,1,Room_Type 1,37,Online,0,0,0,94.5,0,0,9,5,2,31.5,0,1,0.0,0,0.0,0,INN07848
2,0,0,2,Meal Plan 1,0,Room_Type 2,38,Offline,0,0,0,73.1,0,0,3,6,2,24.366666666666664,0,2,0.0,0,0.0,0,INN07849
2,0,2,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,101.0,2,0,4,1,3,25.25,0,2,0.5,0,0.0,1,INN07850
1,0,1,0,Not Selected,0,Room_Type 1,6,Online,0,0,0,97.0,1,0,12,2,1,48.5,0,1,0.5,0,0.0,1,INN07851
2,0,1,2,Meal Plan 1,0,Room_Type 1,203,Offline,0,0,0,72.25,0,0,8,6,3,18.0625,0,2,0.25,0,0.0,0,INN07852
2,2,0,3,Meal Plan 1,1,Room_Type 6,142,Online,0,0,0,186.3,1,0,8,4,3,46.575,1,4,0.0,0,0.0,1,INN07854
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Complementary,0,0,0,0.0,0,0,12,5,1,0.0,0,1,0.0,0,0.0,0,INN07855
2,0,2,1,Meal Plan 1,0,Room_Type 1,37,Offline,0,0,0,72.0,0,0,11,1,3,18.0,0,2,0.5,0,0.0,0,INN07856
2,1,0,1,Not Selected,0,Room_Type 1,7,Online,0,0,0,81.0,2,0,2,0,1,40.5,1,3,0.0,0,0.0,1,INN07857
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,96.0,2,0,8,0,1,48.0,0,1,0.0,0,0.0,1,INN07858
2,0,1,2,Meal Plan 1,0,Room_Type 4,21,Offline,0,0,0,107.0,0,0,10,2,3,26.75,0,2,0.25,0,0.0,0,INN07859
2,0,0,1,Not Selected,0,Room_Type 1,2,Online,0,0,0,129.0,1,0,6,0,1,64.5,0,2,0.0,0,0.0,1,INN07860
2,0,0,2,Meal Plan 1,0,Room_Type 1,91,Complementary,0,0,0,0.0,1,0,11,6,2,0.0,0,2,0.0,0,0.0,1,INN07861
1,0,0,1,Meal Plan 1,0,Room_Type 4,28,Online,0,0,0,130.0,2,0,11,6,1,65.0,0,1,0.0,0,0.0,1,INN07863
2,0,1,2,Meal Plan 1,1,Room_Type 1,209,Online,0,0,0,105.3,1,1,8,6,3,26.325,0,2,0.25,0,0.0,1,INN07864
2,0,1,4,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,60.0,0,0,2,5,5,10.0,0,2,0.16666666666666666,0,0.0,0,INN07865
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,Offline,0,0,0,115.0,1,1,9,3,2,38.333333333333336,0,2,0.0,0,0.0,1,INN07867
2,0,2,5,Meal Plan 1,0,Room_Type 1,119,Online,0,0,0,119.85,1,0,6,4,7,14.98125,0,2,0.25,0,0.0,1,INN07868
2,0,2,4,Meal Plan 1,0,Room_Type 4,123,Online,0,0,0,114.75,1,1,5,1,6,16.392857142857142,0,2,0.2857142857142857,0,0.0,1,INN07869
1,0,0,2,Meal Plan 2,0,Room_Type 1,102,Offline,0,0,0,80.0,0,1,10,0,2,26.666666666666668,0,1,0.0,0,0.0,0,INN07870
2,0,2,1,Meal Plan 1,0,Room_Type 1,180,Online,0,0,0,108.9,0,1,10,0,3,27.225,0,2,0.5,0,0.0,0,INN07871
2,0,0,2,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,139.0,1,0,10,6,2,46.333333333333336,0,2,0.0,0,0.0,1,INN07872
2,0,0,3,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,166.0,2,0,7,4,3,41.5,0,2,0.0,0,0.0,1,INN07873
2,0,1,3,Meal Plan 1,0,Room_Type 2,353,Online,0,0,0,73.74,0,1,12,5,4,14.748,0,2,0.2,0,0.0,0,INN07874
2,0,1,3,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,161.5,2,0,9,5,4,32.3,0,2,0.2,0,0.0,1,INN07875
2,0,2,4,Meal Plan 1,0,Room_Type 1,53,Online,0,0,0,88.4,1,0,11,1,6,12.62857142857143,0,2,0.2857142857142857,0,0.0,1,INN07876
1,0,0,3,Meal Plan 1,0,Room_Type 1,166,Offline,0,0,0,110.0,0,1,11,3,3,27.5,0,1,0.0,0,0.0,0,INN07877
1,0,2,0,Not Selected,0,Room_Type 1,13,Online,0,0,0,99.0,1,0,9,1,2,33.0,0,1,0.6666666666666666,0,0.0,1,INN07879
2,2,2,1,Meal Plan 1,0,Room_Type 6,89,Online,0,0,0,162.3,0,0,4,0,3,40.575,1,4,0.5,0,0.0,0,INN07880
2,0,0,3,Meal Plan 1,0,Room_Type 4,11,Online,0,0,0,148.0,1,0,12,5,3,37.0,0,2,0.0,0,0.0,1,INN07882
1,0,0,3,Meal Plan 1,0,Room_Type 1,104,Offline,0,0,0,65.0,0,0,12,6,3,16.25,0,1,0.0,0,0.0,0,INN07883
2,0,1,0,Meal Plan 1,0,Room_Type 4,7,Online,0,0,0,165.0,2,0,6,1,1,82.5,0,2,0.5,0,0.0,1,INN07884
2,0,2,4,Meal Plan 1,0,Room_Type 4,141,Offline,0,0,0,90.95,0,0,9,6,6,12.992857142857144,0,2,0.2857142857142857,0,0.0,0,INN07885
1,0,0,2,Not Selected,0,Room_Type 1,218,Online,0,0,0,49.68,0,1,12,6,2,16.56,0,1,0.0,0,0.0,0,INN07886
2,0,1,1,Meal Plan 1,0,Room_Type 4,141,Online,0,0,0,143.1,0,1,9,0,2,47.699999999999996,0,2,0.3333333333333333,0,0.0,0,INN07887
2,0,0,4,Meal Plan 1,0,Room_Type 1,178,Online,0,0,0,99.45,1,0,8,4,4,19.89,0,2,0.0,0,0.0,1,INN07888
2,0,0,2,Not Selected,0,Room_Type 1,300,Online,0,0,0,67.5,3,0,12,5,2,22.5,0,2,0.0,0,0.0,1,INN07889
2,0,0,1,Meal Plan 1,0,Room_Type 1,18,Offline,0,0,0,65.0,0,0,12,3,1,32.5,0,2,0.0,0,0.0,0,INN07890
2,0,2,2,Meal Plan 2,1,Room_Type 1,61,Offline,0,0,0,115.25,1,0,9,0,4,23.05,0,2,0.4,0,0.0,1,INN07893
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,111.0,0,0,7,4,1,55.5,0,2,0.0,0,0.0,0,INN07894
2,0,2,1,Meal Plan 1,0,Room_Type 1,86,Online,0,0,0,96.3,1,0,4,1,3,24.075,0,2,0.5,0,0.0,1,INN07896
2,0,2,5,Not Selected,0,Room_Type 1,78,Online,0,0,0,103.5,2,0,6,3,7,12.9375,0,2,0.25,0,0.0,1,INN07897
2,0,1,2,Meal Plan 1,0,Room_Type 1,187,Online,0,0,0,103.5,3,0,10,6,3,25.875,0,2,0.25,0,0.0,1,INN07898
1,0,0,2,Meal Plan 1,0,Room_Type 1,188,Offline,0,0,0,130.0,0,1,6,4,2,43.333333333333336,0,1,0.0,0,0.0,0,INN07899
2,0,0,3,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,80.75,1,1,5,5,3,20.1875,0,2,0.0,0,0.0,1,INN07901
2,0,1,4,Meal Plan 1,0,Room_Type 1,38,Online,0,0,0,63.06,1,0,3,4,5,10.51,0,2,0.16666666666666666,0,0.0,1,INN07903
2,0,1,4,Not Selected,0,Room_Type 1,54,Online,0,0,0,85.6,3,0,11,4,5,14.266666666666666,0,2,0.16666666666666666,0,0.0,1,INN07904
3,0,1,2,Meal Plan 1,0,Room_Type 4,47,Online,0,0,0,142.2,3,0,9,6,3,35.55,0,3,0.25,0,0.0,1,INN07906
2,0,0,3,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,105.0,0,0,9,5,3,26.25,0,2,0.0,0,0.0,0,INN07907
2,0,0,4,Meal Plan 1,0,Room_Type 1,303,Online,0,0,0,73.95,1,1,12,3,4,14.790000000000001,0,2,0.0,0,0.0,1,INN07908
2,2,0,2,Meal Plan 1,0,Room_Type 6,145,Online,0,0,0,190.8,2,0,8,4,2,63.6,1,4,0.0,0,0.0,1,INN07909
2,0,1,0,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,93.0,0,0,3,1,1,46.5,0,2,0.5,0,0.0,0,INN07910
1,0,1,0,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,125.0,1,0,5,2,1,62.5,0,1,0.5,0,0.0,1,INN07912
2,0,1,0,Not Selected,0,Room_Type 1,1,Online,0,0,0,98.0,0,0,8,2,1,49.0,0,2,0.5,0,0.0,0,INN07913
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,112.42,1,0,7,4,1,56.21,0,1,0.0,0,0.0,1,INN07914
1,0,4,9,Meal Plan 1,0,Room_Type 4,18,Online,0,0,0,129.1,0,1,2,0,13,9.221428571428572,0,1,0.2857142857142857,0,0.0,0,INN07915
2,0,1,0,Not Selected,0,Room_Type 1,40,Online,0,0,0,98.1,1,0,6,1,1,49.05,0,2,0.5,0,0.0,1,INN07917
1,0,1,2,Meal Plan 1,0,Room_Type 1,180,Offline,0,0,0,120.0,0,1,10,2,3,30.0,0,1,0.25,0,0.0,0,INN07918
2,0,1,0,Meal Plan 1,0,Room_Type 1,56,Online,0,0,0,88.01,0,0,7,2,1,44.005,0,2,0.5,0,0.0,0,INN07919
3,0,1,5,Meal Plan 1,0,Room_Type 4,31,Online,0,0,0,173.25,1,1,10,2,6,24.75,0,3,0.14285714285714285,0,0.0,1,INN07921
2,0,1,3,Meal Plan 1,0,Room_Type 4,9,Online,0,0,0,107.0,1,0,11,6,4,21.4,0,2,0.2,0,0.0,1,INN07922
3,0,0,1,Meal Plan 1,0,Room_Type 4,0,Online,0,0,0,137.0,0,0,4,4,1,68.5,0,3,0.0,0,0.0,0,INN07923
2,0,1,2,Meal Plan 1,0,Room_Type 1,24,Offline,0,0,0,85.0,1,0,8,6,3,21.25,0,2,0.25,0,0.0,1,INN07924
2,0,2,2,Meal Plan 1,0,Room_Type 1,89,Online,0,0,0,128.85,0,0,5,1,4,25.77,0,2,0.4,0,0.0,0,INN07925
2,0,1,2,Meal Plan 1,0,Room_Type 1,105,Offline,0,0,0,80.75,0,0,4,2,3,20.1875,0,2,0.25,0,0.0,0,INN07926
3,0,0,2,Meal Plan 1,0,Room_Type 4,1,Offline,0,0,0,198.0,0,0,9,5,2,66.0,0,3,0.0,0,0.0,0,INN07927
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,Offline,0,0,0,120.0,0,1,6,2,3,30.0,0,2,0.25,0,0.0,0,INN07928
2,1,1,2,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,137.67,2,0,4,6,3,34.4175,1,3,0.25,0,0.0,1,INN07929
2,0,2,1,Meal Plan 1,0,Room_Type 1,85,Online,0,0,0,96.3,1,0,4,1,3,24.075,0,2,0.5,0,0.0,1,INN07930
2,0,2,0,Meal Plan 1,0,Room_Type 4,155,Online,0,0,0,143.1,0,1,9,1,2,47.699999999999996,0,2,0.6666666666666666,0,0.0,0,INN07931
1,0,0,0,Meal Plan 1,0,Room_Type 1,182,Online,0,0,0,0.0,0,0,10,4,0,0.0,0,1,0.0,0,0.0,0,INN07932
2,1,0,1,Meal Plan 1,0,Room_Type 1,13,Online,0,0,0,75.0,2,0,8,0,1,37.5,1,3,0.0,0,0.0,1,INN07934
2,0,1,2,Meal Plan 1,0,Room_Type 4,61,Online,0,0,0,124.8,0,1,4,6,3,31.2,0,2,0.25,0,0.0,0,INN07935
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Online,0,0,0,101.0,0,0,4,6,1,50.5,0,1,0.0,0,0.0,0,INN07936
2,0,0,1,Not Selected,0,Room_Type 1,68,Online,0,0,0,125.1,0,1,9,6,1,62.55,0,2,0.0,0,0.0,0,INN07938
2,1,0,3,Meal Plan 1,0,Room_Type 1,17,Online,0,0,0,159.0,1,0,3,4,3,39.75,1,3,0.0,0,0.0,1,INN07939
2,0,2,0,Meal Plan 1,0,Room_Type 1,16,Online,0,0,0,101.0,2,0,4,1,2,33.666666666666664,0,2,0.6666666666666666,0,0.0,1,INN07940
3,0,1,1,Meal Plan 1,0,Room_Type 4,27,Online,0,0,0,135.0,1,0,2,1,2,45.0,0,3,0.3333333333333333,0,0.0,1,INN07941
2,0,0,1,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,126.9,1,0,5,0,1,63.45,0,2,0.0,0,0.0,1,INN07942
2,0,2,5,Meal Plan 2,0,Room_Type 4,89,Online,0,0,0,155.57,2,0,7,0,7,19.44625,0,2,0.25,0,0.0,1,INN07943
2,0,1,0,Not Selected,1,Room_Type 1,6,Online,0,0,0,138.0,3,0,9,2,1,69.0,0,2,0.5,0,0.0,1,INN07944
2,0,2,0,Not Selected,0,Room_Type 1,28,Online,0,0,0,89.0,0,1,4,1,2,29.666666666666668,0,2,0.6666666666666666,0,0.0,0,INN07945
2,0,1,3,Not Selected,0,Room_Type 1,85,Online,0,0,0,102.43,0,1,4,5,4,20.486,0,2,0.2,0,0.0,0,INN07946
1,0,0,1,Meal Plan 1,0,Room_Type 1,78,Online,0,0,0,90.9,0,1,4,6,1,45.45,0,1,0.0,0,0.0,0,INN07947
2,0,2,2,Meal Plan 1,0,Room_Type 1,11,Online,0,0,0,110.46,1,0,7,1,4,22.092,0,2,0.4,0,0.0,1,INN07948
2,0,2,5,Meal Plan 1,0,Room_Type 4,43,Online,0,0,0,103.84,0,1,8,3,7,12.98,0,2,0.25,0,0.0,0,INN07949
1,0,0,2,Meal Plan 1,0,Room_Type 4,10,Online,0,0,0,112.0,0,0,2,0,2,37.333333333333336,0,1,0.0,0,0.0,0,INN07953
2,0,1,3,Meal Plan 1,0,Room_Type 1,63,Offline,0,0,0,72.25,0,0,7,2,4,14.45,0,2,0.2,0,0.0,0,INN07954
3,0,2,2,Meal Plan 1,0,Room_Type 4,66,Online,0,0,0,150.45,0,0,5,1,4,30.089999999999996,0,3,0.4,0,0.0,0,INN07955
2,0,2,5,Meal Plan 1,0,Room_Type 1,45,Offline,0,0,0,75.0,1,0,11,2,7,9.375,0,2,0.25,0,0.0,1,INN07956
1,0,1,1,Not Selected,0,Room_Type 1,4,Online,0,0,0,81.0,0,0,2,3,2,27.0,0,1,0.3333333333333333,0,0.0,0,INN07957
2,0,0,1,Not Selected,1,Room_Type 1,9,Online,0,0,0,90.0,2,0,1,5,1,45.0,0,2,0.0,0,0.0,1,INN07958
2,0,0,2,Not Selected,1,Room_Type 1,32,Online,0,0,0,125.1,1,0,5,4,2,41.699999999999996,0,2,0.0,0,0.0,1,INN07959
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,Offline,0,0,0,115.0,1,1,6,2,2,38.333333333333336,0,2,0.3333333333333333,0,0.0,1,INN07960
2,0,2,1,Not Selected,0,Room_Type 1,45,Online,0,0,0,71.1,1,0,3,1,3,17.775,0,2,0.5,0,0.0,1,INN07961
2,0,0,3,Meal Plan 1,0,Room_Type 1,91,Online,0,0,0,96.3,0,0,4,4,3,24.075,0,2,0.0,0,0.0,0,INN07962
2,0,1,3,Meal Plan 1,0,Room_Type 1,42,Online,0,0,0,116.26,0,1,3,5,4,23.252000000000002,0,2,0.2,0,0.0,0,INN07963
2,0,0,4,Meal Plan 1,0,Room_Type 1,36,Online,0,0,0,129.0,1,1,10,4,4,25.8,0,2,0.0,0,0.0,1,INN07964
2,0,0,3,Meal Plan 1,0,Room_Type 1,15,Online,0,0,0,103.44,0,1,4,4,3,25.86,0,2,0.0,0,0.0,0,INN07965
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,Online,0,0,0,95.0,1,0,11,0,1,47.5,0,2,0.0,0,0.0,1,INN07966
2,2,2,5,Meal Plan 1,0,Room_Type 6,16,Online,0,0,0,189.49,3,0,10,3,7,23.68625,1,4,0.25,0,0.0,1,INN07967
2,0,2,5,Meal Plan 1,0,Room_Type 1,208,Online,0,0,0,77.23,0,1,5,0,7,9.65375,0,2,0.25,0,0.0,0,INN07968
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,4,89.0,1,0,4,4,1,44.5,0,1,0.0,4,0.0,1,INN07969
1,0,2,1,Meal Plan 1,0,Room_Type 1,1,Corporate,1,0,8,65.0,1,0,4,1,3,16.25,0,1,0.5,8,0.0,1,INN07970
2,0,0,3,Meal Plan 1,0,Room_Type 1,37,Online,0,0,0,117.6,1,0,3,5,3,29.4,0,2,0.0,0,0.0,1,INN07971
2,0,1,2,Meal Plan 2,0,Room_Type 1,315,Offline,0,0,0,160.0,0,1,9,6,3,40.0,0,2,0.25,0,0.0,0,INN07972
2,0,0,3,Meal Plan 2,0,Room_Type 1,34,Offline,0,0,0,224.67,0,1,9,5,3,56.1675,0,2,0.0,0,0.0,0,INN07974
2,0,0,1,Meal Plan 1,0,Room_Type 1,21,Online,0,0,0,91.0,0,1,2,1,1,45.5,0,2,0.0,0,0.0,0,INN07976
2,0,0,4,Meal Plan 1,0,Room_Type 1,130,Offline,0,0,0,87.55,0,0,4,3,4,17.509999999999998,0,2,0.0,0,0.0,0,INN07978
1,0,0,2,Meal Plan 1,0,Room_Type 1,102,Online,0,0,0,86.4,2,1,12,3,2,28.8,0,1,0.0,0,0.0,1,INN07979
2,0,2,1,Meal Plan 1,0,Room_Type 1,208,Online,0,0,0,72.25,1,1,11,1,3,18.0625,0,2,0.5,0,0.0,1,INN07980
2,0,0,3,Meal Plan 1,0,Room_Type 4,59,Online,0,0,0,77.85,0,1,3,5,3,19.4625,0,2,0.0,0,0.0,0,INN07981
2,0,1,2,Meal Plan 1,0,Room_Type 1,28,Online,0,0,0,96.3,2,0,10,3,3,24.075,0,2,0.25,0,0.0,1,INN07982
2,0,0,1,Meal Plan 1,0,Room_Type 1,70,Offline,0,0,0,85.0,0,0,10,6,1,42.5,0,2,0.0,0,0.0,0,INN07983
2,0,0,1,Meal Plan 1,0,Room_Type 1,23,Online,0,0,0,114.75,0,1,6,4,1,57.375,0,2,0.0,0,0.0,0,INN07984
2,2,0,1,Meal Plan 1,0,Room_Type 6,1,Online,0,0,0,275.0,1,0,9,3,1,137.5,1,4,0.0,0,0.0,1,INN07985
1,0,1,2,Meal Plan 1,0,Room_Type 4,253,Online,0,0,0,140.4,1,1,10,6,3,35.1,0,1,0.25,0,0.0,1,INN07986
2,0,0,2,Not Selected,0,Room_Type 1,199,Online,0,0,0,73.45,0,1,6,6,2,24.483333333333334,0,2,0.0,0,0.0,0,INN07989
2,0,0,4,Meal Plan 1,0,Room_Type 1,118,Online,0,0,0,109.65,1,0,5,4,4,21.93,0,2,0.0,0,0.0,1,INN07991
2,0,0,1,Meal Plan 1,0,Room_Type 1,22,Corporate,0,0,0,67.0,1,0,2,0,1,33.5,0,2,0.0,0,0.0,1,INN07993
